"classifiedTitle","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsLocationValue"
"Uydukent Satılık 4+1 Lüks Daire Müstakil Ev Tarzında","146","4+1","5.350.000 TL","Merkez"
"SAHİBİNDEN ARA KAT UYDUKENT SELÇUKLU MAHALLESİNDE AFJETLİ DAİRE","147","3+1","5.100.000 TL","Merkez"
"PLAZA'DAN ANAYOL ÜZERİ 3+1 GENİŞ MUTFAKLI SATILIK LÜKS DAİRE","130","3+1","4.400.000 TL","Merkez"
"140M2 4+1 EBEVEYN BANYOLU VE BODRUM KİLERLİ HARİKA KONUMLU TEMİZ","150","4+1","3.850.000 TL","Merkez"
"ANA YOL ÜZERİ KAPALI OTOPARK SATILIK LÜKS 2+1 SELÇUKLU ERKMEN","85","2+1","3.850.000 TL","Merkez"
"LAVİN'DEN UYDUKENT'TE MERKEZİ KONUM 3+1 SATILIK SIFIR LÜKS DAİRE","150","3+1","7.500.000 TL","Merkez"
"SELÇUKLU DA 4+1 SİTE İÇİ KLİMALI KAPALI OTOPARKLI LÜKS DAİRE","178","4+1","6.250.000 TL","Merkez"
"STAR GAYRİMENKULDEN SELÇUKLU MAH.de 1+1 EŞYALI SATILIK DAİRE","55","1+1","2.340.000 TL","Merkez"
"CUMHURİYET PARKI ARKASI 3+1","150","3+1","3.800.000 TL","Sandıklı"
"ATMOSFER'DEN FIRSAT SATILIK SIFIR EŞYALI SIFIR DAİRE","50","1+1","1.550.000 TL","MerkezKöyler"
"SAHİBİNDEN SATILIK TOKİ EVLERİNDE 2+1 DAİRE","90","2+1","1.799.000 TL","Bolvadin"
"İSTİKLAL MAHALLESİNDE SATILIK DUBLEX 5+1 DAİRE","180","5+1","4.600.000 TL","Merkez"
"VEZİRDEN 1.99 KREDİLİ LÜKS 2+1 DAİRELER","70","2+1","4.350.000 TL","Merkez"
"SELÇUKLU MH. SİTE İÇİNDE,3+1,AFJE­TLİ,DOĞALGAZLI BAHÇE KATI DAİRE","145","3+1","3.000.000 TL","Merkez"
"Afyon Bilge Emlak'tan Fatih mah. 'de 2+1 Satılık Daire","120","2+1","1.300.000 TL","Merkez"
"ERENLERİN GÖZDE PROJESİNDE SATILIK 2+1 SIFIR DAİRE","60","2+1","1.650.000 TL","MerkezKöyler"
"Osmangazi mah. 6+1","140","6+1","6.000.000 TL","Merkez"
"Sahibinden 3+1 daire","147","3+1","5.100.000 TL","Sandıklı"
"MERKEZİ KONUMDA AFJETLİ MÜKEMMEL KONUMDA TADİLATLI","85","2+1","2.650.000 TL","MerkezDumlupınar"
"AFYON ÖZSU EMLAK'TAN EŞREFPAŞA'DA SATILIK 3+1 DAİRE","105","3+1","1.920.000 TL","MerkezEşrefpaşa"
"KOÇOĞLUNDAN SELÇUKLU PANAROMA RESİDANCE DE 5+1 SATILIK DAİRE","208","5+1","7.500.000 TL","Merkez"
"DURAK EMLAK'TAN SATILIK EŞREFPAŞA BAHÇE KATI 3+1-110m2 BAKIMLI D","115","3+1","1.500.000 TL","MerkezEşrefpaşa"
"SIFIR DAİRE ERENLERİN MERKEZİN'DE","50","1+1","1.850.000 TL","MerkezKöyler"
"Doğa Manzaralı 3+1 Mükemmel Ötesi Var Açık Otopark Satılık Acil!","150","3+1","1.375.000 TL","Merkez"
"ERENLER'DE 2+0 CADDE ÜZERİ GENİŞ ÖN CEPHE SATILIK DAİRE","60","2+0","1.650.000 TL","MerkezKöyler"
"TURAN EMLAK'TAN ERENLER MAHALLESİNDE 2+0 SATILIK DAİRE","50","2+0","1.375.000 TL","MerkezKöyler"
"UYDUKENTTE, İKİ HASTANE ORTASINDA, ARAKAT, LÜKS 3+1 DAİRE","130","3+1","4.500.000 TL","Merkez"
"AYAZ GAYRİMENKULDEN ERENLERDE 1+1 SIFIR DAİRELER","50","1+1","1.400.000 TL","MerkezKöyler"
"Favori Emlak'tan Fatih Mahallesinde Satılık 4+1 daire","165","4+1","4.750.000 TL","Merkez"
"ERBAY'DAN UYDUKENT'DE ANAYOLA CEPHELİ 2+1 SATILIK DAİRELER","65","2+1","3.500.000 TL","Merkez"
"UYDUKENT KARAHİSAR KONAKLARI BAKIMLI 3+1 DAİRE","135","3+1","4.700.000 TL","Merkez"
"AFYONKARAHİSAR DUMLUPINAR DA ACİL SATILIK DAİRE","105","2+1","2.250.000 TL","MerkezDumlupınar"
"SARITAŞ EMLAK'TAN SATILIK 2+1 DAİRE İNAZ DEPREM EVLERİ","106","2+1","1.150.000 TL","MerkezÇarşı"
"KAMPÜS EMLAKTAN SATILIK SIFIR 2+1 DAİRE","100","2+1","2.975.000 TL","Sandıklı"
"AFYON BAYLAN EMLAKTAN CUMHURİYET MAHALLESİNDE SATILIK 3+1 DAİRE","115","3+1","2.550.000 TL","Merkez"
"Sahibinden Satılık 3+1 Daire","130","3+1","3.700.000 TL","Bolvadin"
"AFYON MAREŞAL FEVZİ ÇAKM.MAH.ARAKAT 3+1 DAİRE","110","3+1","3.550.000 TL","MerkezHarbiş"
"VEYSEL EROĞLU PARKI YANINDA ULTRA LÜX 2+1 EŞYALI SATILIK DAİRE","68","2+1","4.100.000 TL","Merkez"
"Lüx Ferah Var Açık Otopark 3+1 Daire Merkezi Konum","140","3+1","4.500.000 TL","Merkez"
"ÖRNEKEVLER MAH BAKIMLI SATILIK MESKEN TAPU BAHÇE KATI 3+1 DAİRE","125","3+1","1.850.000 TL","Merkez"
"İDEAL'DEN AİLE APARTMANI ARA KATTA SATILIK GENİŞ DAİRE !!","95","2+1","2.900.000 TL","Merkez"
"DIALOG NOVA'DAN NAZMİ SAATÇİ MAH. SATILIK 3+1 FIRSAT DAİRE","135","3+1","2.375.000 TL","Merkez"
"DIALOG NOVA'DAN ERENLERDE SATILIK KÖŞE CEPHELİ EŞYALI 2+1 DAİRE","65","2+1","1.350.000 TL","MerkezKöyler"
"Nazmi Saatçi Mah 2+1 85m Mesken Tapulu","95","2+1","2.050.000 TL","Merkez"
"AFYON ÜÇOK EMLAKTAN SAHİPATA MAH CADDE ÜSTÜ SATILIK GENİŞ 3+1","140","3+1","3.300.000 TL","Merkez"
"ERENLER'DE MÜKEMMEL KONUMDA SATILIK 2+0 EŞYALI ARA KAT DAİRE","55","2+0","1.385.000 TL","MerkezKöyler"
"ÖZSU EMLAK'TAN DEVLET HASTANESİ ARKASI SATILIK 1+1 EŞYALI DAİRE","50","1+1","2.400.000 TL","Merkez"
"SELÇUK'LU MAH GÜZEL KONUMLU 1+1 DAİRE","60","1+1","2.950.000 TL","Merkez"
"LİDER den temiz 3+1 110 metrekare arakat","120","3+1","2.750.000 TL","Merkez"
"ALİ ÇETİNKAYA MAH 2+1 FIRSAT DAİRE","70","2+1","3.950.000 TL","Merkez"
"AYAZ GAYRİMENKULDEN SAHİPATA MAH 3+1 MANZARALI DAİRE","130","3+1","4.300.000 TL","Merkez"
"ÖZDEM EMLAK'TAN TÜRK-İŞ BLOKLARINDA SATILIK DAİRE","130","3+1","4.500.000 TL","Merkez"
"LAVİN'DEN IHLAMURKEN'TE ARAKAT 4+1 SATILIK DAİRE","185","4+1","5.200.000 TL","Merkez"
"!!! CUMHURİYET'TE SATILIK GENİŞ BAKIMLI 3+1 DAİRE !!!","135","3+1","2.700.000 TL","Merkez"
"HaYaLiMden Satılık Eşyalı önü açık güney cam balkonlu 2+1","78","2+1","2.825.000 TL","Merkez"
"YAMAN'DAN bolvadin konak mah. satılık 3+1 lüks daireler","138","3+1","3.900.000 TL","Bolvadin"
"TEMURLAR GRUP'dan SATILIK FULL EŞYALI DAİRE...!","50","2+0","1.430.000 TL","MerkezKöyler"
"*AFYON METROPOL GAYRİMENKULDEN YENİCE MAH.SATILIK SIFIR DAİRE*","130","3+1","3.250.000 TL","Merkez"
"SALİM GROUP EMLAKTAN ZAFER MAH MÜKEMMEL KONUMDA FIRSAT DAİRE","155","3+1","3.900.000 TL","MerkezHarbiş"
"Yeni yapılı aile apartmanı","130","3+1","4.250.000 TL","Merkez"
"LAVİN'DEN ORDU BULVARINDA ANAYOL ÜZERİ AFJETLİ 3+1 SATILIK DAİRE","230","3+1","4.750.000 TL","Merkez"
"ÖZÇAKMAK EMLAKTAN ECE MAHALLESİNDE ARAKAT 3+1 DAİRE","125","3+1","3.600.000 TL","Sandıklı"
"DZ YILMAZ EMLAKTAN CUMHURİYET MAH.SATILIK DAİRE","110","2+1","1.820.000 TL","Merkez"
"Dumlupinar mahallesi 1+1 satılık daire","55","1+1","1.550.000 TL","MerkezDumlupınar"
"MERKEZİ KONUMDA EXTRA LÜKS 100 m2 SIFIR DAİRE","100","3+1","2.750.000 TL","Bolvadin"
"AFYON MERKEZ ZAFER MAHALLESİ'NDE SATILIK 3 ADET 3+1 DAİRE","100","2+1","4.050.000 TL","MerkezHarbiş"
"GLOBAL'DEN KARŞIYAKA MH. 1+1 | 2. KAT SIFIR LÜKS DAİRE","47","1+1","2.250.000 TL","Merkez"
"AFYON ÜÇOK EMLAKTAN FATİH MAH SATILIK 2+1 FIRSAT 91M² DAİRE","91","2+1","2.560.000 TL","Merkez"
"MAREŞALDE BAYRAKTEPE CAMİİ'NE YAKIN 2+1 SIFIR DAİRELER","90","2+1","3.100.000 TL","MerkezHarbiş"
"Konumu Harika","60","2+0","1.500.000 TL","MerkezKöyler"
"Selçuklu Mah.Öykü Sitesi 3+1 Ara Kat Doğu,Güney, Batı Cepheli","130","3+1","3.850.000 TL","Merkez"
"M.FEVZİ ÇAKMAKTA ULTRALÜKS 1.SINIF SATILIK 2+1 DAİRE!","95","2+1","3.150.000 TL","MerkezHarbiş"
"2+1 Satılık toki","82","2+1","1.800.000 TL","Bayat"
"VEZİRDEN SATILIK DAİRELER 3+1 2+1 1+1","140","3+1","6.500.000 TL","Merkez"
"Uydukent'te (NİKO) Yakını Satılık 2+1 Lüks Daire","97","2+1","3.700.000 TL","Merkez"
"ATILIM EMLAK'tan UYDUKENT'te SIFIR // ULTRA Lüx 1+1 FULL Eşyalı","55","1+1","2.750.000 TL","Merkez"
"A CLASS'TAN DEVLET HAS. YANINDA 2+1 AYRI MUTFAK FIRSAT DAİRE !","65","2+1","3.250.000 TL","Merkez"
"YATIRIMCIYA FIRSAT!!! ERENLERDE İKİ AYRI KİRACILI DUBLEKS DAİRE*","95","4+0","1.680.000 TL","MerkezKöyler"
"Mükemmel Konumda Satılık Daire...","160","4+1","4.850.000 TL","Merkez"
"Dumlupınar mah. 3+1 Geniş Bakımlı Satılık Bahçe Katı","135","3+1","1.700.000 TL","MerkezDumlupınar"
"Cumhuriyet Mahallesinde Kale Manzaralı Geniş ve Ferah 4+1 Daire!","175","4+1","2.300.000 TL","Merkez"
"Afyon Merkez Uygun Orta Kat Daire BU FIRSAT KAÇMAZ!!!","105","2+1","1.179.000 TL","MerkezKöyler"
"KURTULUŞ CAD DEVRANE KARŞISI ŞOK MARKET ÜZERİ ÖN CEPHE YATIRIMLI","115","2+1","1.725.000 TL","Merkez"
"UYDUKENTİN KALBİNDE GENİŞ VE UYGUN FİYAT 2+1 SATILIK LÜX DAİRE","95","2+1","3.650.000 TL","Merkez"
"YAMAN EMLAK OFİSİ'NDEN SATILIK 2+0 EŞYALI KİRACILI DAİRE","50","2+0","1.425.000 TL","MerkezKöyler"
"ÇATI EMLAK'TAN HASAN KARAAĞAÇ MAH. 2+0 BAKIMLI DAİRE","55","2+0","1.920.000 TL","Merkez"
"EROL EMLAKTAN SAHİPATADA SATILIK 3+1 DAİRE","130","3+1","3.550.000 TL","Merkez"
"MATYAR ROYAL SUİT PROJESİNDE 2+1 FULL EŞYALI ARA KAT DAİRE","92","2+1","4.750.000 TL","Merkez"
"ALFADAN SATILIK 2+1 DUBLEKS","55","2+1","1.210.000 TL","MerkezKöyler"
"YAPAR EMLAK'TAN MAREŞAL'DE SATILIK SIFIR LÜKS 2+1 DAİRE","110","2+1","2.800.000 TL","MerkezHarbiş"
"ÖZGÜR DENİZLİ""DEN İNCİLİ MAH.ASANSÖRLÜ SATILIK 1+1 APART","75","1+1","1.750.000 TL","Emirdağ"
"ÇINAR GRUP'DAN ÇAY TOKİ'DE SATILIK 3+1 ARA KAT EKSTRALI DAİRE","110","3+1","2.030.000 TL","Çay"
"ÖZGÜR DENİZLİ""DEN İNKİLAP MAH.SUVERMEZ CAD.140M2 3+1 DAİRE","150","3+1","3.400.000 TL","Emirdağ"
"SARITAŞ EMLAK'TAN SATILIK 2+1 DAİRE İNAZ DEPREM EVLERİ","106","2+1","1.150.000 TL","MerkezÇarşı"
"A PLUS RESIDENCE SİTESİNDE 5+1 ULTRA LÜX DAİRE","280","5+1","11.750.000 TL","Merkez"
"AFYON METROPOL EMLAKTAN SATILIK 1+1 EŞYALI SIFIR DAİRE ERKMEN","65","1+1","3.250.000 TL","Merkez"
"ERA VIP'DEN KOCATEPE MAHALLESİNDE SATILIK 3+1 DAİRE","125","3+1","3.375.000 TL","Merkez"
"TURAN EMLAKTAN ERENLER MAHALLESİNDE SATILIK 2+1 DAİRE","55","2+1","1.690.000 TL","MerkezKöyler"
"MATYAR EFFECT SİTESİNDE 2+1 FULL EŞYALI ANA YOLA BAKAN DAİRE","72","2+1","4.000.000 TL","Merkez"
"HAYALİMDEN AYNI BİNADA SATILIK SORUNSUZ EŞYALI KİRACILI 2 ADET D","57","2+1","1.350.000 TL","MerkezKöyler"
"Afyon gazateciler sitesi3+1 daire","120","3+1","3.800.000 TL","MerkezÇarşı"
"ŞEKİL EMLAK'TAN SAHİPATA TOKİDE 1+1 YATIRIMLIK FIRSAT DAİRE","65","1+1","1.600.000 TL","Merkez"
"ÇATI EMLAK'TAN YAVUZ SULTAN SELİM OKULU'NUN ARKASINDA 2+1 DAİRE","105","2+1","2.430.000 TL","MerkezHarbiş"
"ALTINYILDIZ EMLAKTAN SAHİPATA KAVŞAĞINDA LÜKS DAİRE","130","3+1","4.100.000 TL","Merkez"
"ALTINYILDIZ EMLAKTAN SELÇUKLU DA CADDE ÜZERİ SATILIK 2+1 DAİRE","75","2+1","3.700.000 TL","Merkez"
"Cumhuriyet Mh. Satılık 3+1, Doğalgazlı Bakımlı Bakımlı Daire","130","3+1","3.100.000 TL","Merkez"
"Sakinlik ve huzur isteyenlere... Sahibinden Satılık Arakat Daire","100","2+1","1.400.000 TL","MerkezKöyler"
"ERENLER'DE ULTRA LÜX SATILIK 2+1 DAİRE","75","2+1","1.750.000 TL","MerkezKöyler"
"DÖRTYOL MAHALLESİNDE 4+1 SATILIK GENİŞ DAİRE","195","4+1","6.500.000 TL","MerkezÇarşı"
"2+1 Merkezi Konum Doğa Manzaralı Satılık Yok Geniş Müstakil","63","2+1","1.350.000 TL","Merkez"
"ERENLER MAH'DE CADDE ÜZERİ 1+1 SATILIK DAİRE","55","1+1","1.475.000 TL","MerkezKöyler"
"LAVİN'DEN VEYSEL EROĞLU PARKI CEPHELİ 3+1 SATILIK LÜKS DAİRE","135","3+1","6.500.000 TL","Merkez"
"3S'TEN ERKMEN ÇAVDAR NEFESTE LÜKS 1+1 ARA KAT 60M² SATILIK DAİRE","65","1+1","3.200.000 TL","Merkez"
"ME-KA GROUP'TAN ŞUHUT H 153 m2 BÜYÜKLÜĞÜNDE","165","3+1","4.000.000 TL","Merkez"
"PREMIUM'dan MARULCU MAH. SATILIK 3+1 DAİRE","130","3+1","2.450.000 TL","Merkez"
"KOCATEPE MAH. ÖNÜ AÇIK ÜÇ CEPHE SATILIK 3+1 DAİRE","125","3+1","3.300.000 TL","Merkez"
"GÜNAL'DAN HATTATKARAHİSAR MAH. 3+1 ARA KAT BAKIMLI DAİRE","125","3+1","2.480.000 TL","Merkez"
"GÜNAL'DAN M.F.ÇAKMAK'TA 2+1 ARA KAT SIFIR DAİRE","95","2+1","3.100.000 TL","MerkezHarbiş"
"ACLASS'TAN SÜMER MAH. 2+1 SATILIK MÜSTAKİL DAİRE","140","2+1","1.650.000 TL","Merkez"
"UZUNLAR EMLAK'TAN DAİRECEP( MISRİ) MAH. FIRSAT BİNA","63","2+1","1.080.000 TL","Merkez"
"ÇINAR GRUP'DAN CEDİT MAHALLESİNDE SATILIK 2+1 SIFIR DAİRE","65","2+1","1.920.000 TL","Çay"
"ÇATI EMLAK'TAN 3+1 DOĞALGAZLI ARA KAT MERKEZDE SATILIK DAİRE","125","3+1","2.300.000 TL","MerkezHarbiş"
"ERCAN ARSLAN'dan SATILIK 3+0 DAİRE","70","3+0","1.675.000 TL","MerkezKöyler"
"Afyonkarahisar İhsaniye'de 1+1 55 m2 Satılık Daire","55","1+1","500.000 TL","İhsaniye"
"UYDUKENT ERKMEN IHLAMUR PREMİUM LÜKS 4+1 SATILIK DAİRE","160","4+1","6.000.000 TL","Merkez"
"SIFIR EŞYALI SATILIK 2+1 ULTRA LÜKS DAİRE","85","2+1","1.750.000 TL","MerkezKöyler"
"Century 21 Plus Gayrimenkul'den Erenler'de Eşyalı Lüks 1+1 Daire","65","1+1","1.700.000 TL","MerkezKöyler"
"SAHİBİNDEN AFYON ERENLERDE SATILIK EŞYALI DAİRE","60","1+1","1.750.000 TL","MerkezKöyler"
"KISA SÜRELİ ÖZEL FİYAT!! ŞEHRİN KALBİNDE KAÇIRILMAYACAK FIRSAT","295","6+1","6.250.000 TL","Merkez"
"ERENLER'DE SATILIK ULTRA LÜX 2+0 DAİRE","55","2+0","1.685.000 TL","MerkezKöyler"
"EMİRDAĞ MANZARALI, ARA KAT DOĞALGAZLI","110","2+1","2.750.000 TL","Emirdağ"
"YÜKSEL DEN İSTİKLAL MAH DE SATILIK ARA KAT DAİRE","100","3+1","2.050.000 TL","Merkez"
"A CLASS tan UYDUKENTTE FULL EŞYALI SIFIR LÜKS 2+1 SATILIK DAİRE","65","2+1","3.250.000 TL","Merkez"
"""YARISI PEŞİN-YARISI 12 AY TAKSİT SIFIR FAİZ"" EŞYALI 2+1'LER","68","2+1","3.500.000 TL","Merkez"
"SALİM GRUP EMLAKTAN NEZİH GÜVENEVLER MAH BAKIMLI ÇOK TEMİZ DAİRE","135","3+1","3.350.000 TL","Merkez"
"VİZYON EMLAKTAN KANLICA'DA SATILIK 3+1 LÜKS DAİRE !","115","3+1","3.500.000 TL","Merkez"
"3. ETAP TOKİLERDE SATILIK ARA KAT YAPILI 3+1 DAİRE","130","3+1","3.425.000 TL","Dinar"
"YAMAN'DAN bolvadin lalasinan paşa mah. satılık sıfır 2+1 daire","81","2+1","2.675.000 TL","Bolvadin"
"YAPAR EMLAK'TAN CADDE ÜZERİ AMBARYOLUNDA SATILIK OFİS-BÜRO","120","3+1","3.000.000 TL","Merkez"
"BOLVADİN TOKİ KONUTLARINDA BAKIMLI 3+1 DAİRE","120","3+1","2.325.000 TL","Bolvadin"
"YAPAR'DAN ÇETİNKAYA TOKİ'DE BAKIMLI MASRAFSIZ LÜKS SATILIK DAİRE","115","3+1","3.250.000 TL","Merkez"
"DURAK EMLAK'TAN SATILIK KADINANA CAD. 4+1 SALON 160m2 KİRACILI D","170","4+1","10.500.000 TL","Merkez"
"KURTULUŞ CAD.ŞOK MAR.ÜZERİ SATILIK ARKA CEPHE 2+1 DAİRE","110","2+1","1.590.000 TL","Merkez"
"Fiyat Düştü! Açık Otopark Var Merkeze 5 dk Uzaklıkta Acil! 3+1 Satılık","130","3+1","1.590.000 TL","Dinar"
"SELÇUKLU MAHALLESİ AKARÇAY MANZARALI AFJETLİ 105 M² DAİRE","115","2+1","3.100.000 TL","Merkez"
"VEZİR EMLAKTAN SATILIK BAKIMLI 3+1 DAİRE","120","3+1","3.000.000 TL","Merkez"
"MÜKEMMEL KONUN MUHTEŞEM ÖN CEPHE DAİRE","75","2+0","1.850.000 TL","MerkezKöyler"
"UYDUKENT EMLAK'TAN ŞAHİN SUİTTE FULL EŞYALI BALKONLU DAİRE","55","1+1","3.200.000 TL","Merkez"
"AFYON METROPOL EMLAKTAN HOCA AHMET YESEVİ MAH TOKİDE SATILIK","85","2+0","1.750.000 TL","Merkez"
"ME-GROUP'TAN 3+1 LÜX SIFIR ARA KAT VE EN ÜST KAT DAİRELER","120","3+1","4.150.000 TL","Merkez"
"AFYON ÜÇOK EMLAKTAN KURTULUŞ CAD ÜZERİ ARAKAT 2+1 DAİRE","90","2+1","2.080.000 TL","Merkez"
"EFE EMLAKTAN FİYAT DÜŞTÜ DUBLEKS DAİRE","205","5+1","3.580.000 TL","Sandıklı"
"FIRSAT!!! Satılık Lüks 4+1 Daire Merkez Örnekevler Full Yapılı","210","4+1","4.000.000 TL","Merkez"
"TURAN EMLAKTAN ERENLER MAHALLESİNDE SATILIK 2+1 DAİRE","55","2+1","1.710.000 TL","MerkezKöyler"
"SAHİBİNDEN! ERKMEN SU KONAKLARI'NDA FERAH 5+1 ARAKAT DAİRE","225","5+1","6.950.000 TL","Merkez"
"Sahibinden Satılık 3+1 Daire","120","3+1","3.175.000 TL","Merkez"
"7+1 dubleks güneycephe sıfır daire yeni proje geniş teras","260","7+1","11.250.000 TL","Merkez"
"AFYONKARAHİSAR MERKEZ GÜVENEVLER AİLE TİPİ 2+1 FERAH DAİRELER...","94","2+1","4.500.000 TL","Merkez"
"Emirdağ Çarşı Merkezde SAHİBİNDEN ACİLL Satılık Daire","115","2+1","2.490.000 TL","Emirdağ"
"ADNAN MENDERES BULVARI ÜZERİNDE 3+1 SATILIK LÜX DAİRE","125","3+1","4.145.000 TL","Merkez"
"AFYON MERKEZ ERENLER MAHALLESİ'NDE 1+1 SATILIK EŞYALI DAİRE","48","1+1","1.350.000 TL","MerkezKöyler"
"Süper Lüks 2+1 Daire","80","2+1","2.850.000 TL","Bolvadin"
"Zafer Mh.'de Satılık 3+1 Doğalgazlı Daire","110","3+1","1.680.000 TL","MerkezHarbiş"
"İLBEY // Şuhut Merkez Gençlik Caddesinde 3+1 Dubleks Daire","160","2+2","2.500.000 TL","Şuhut"
"SAKA EMLAKTAN KANLICADA 2+1 SATILIK DAİRE (üçgenpark yakınında)","95","2+1","2.150.000 TL","Merkez"
"EŞREF EMLAK TAN SATILIK 2+1 SÜPER DAİRE","105","2+1","2.875.000 TL","Sandıklı"
"3S'TEN HATTAT KARAHİSAR MAH. ANA CADDE ÜSTÜ 4+1 (170 M²) DUBLEX","180","4+1","4.650.000 TL","Merkez"
"MG EMLAKTAN ERENLERDE YATIRIMLIK EŞYALI SATILIK DAİRE","55","2+0","1.450.000 TL","MerkezKöyler"
